applicant_age,applicant_marital_status,employment_segment,applicant_income,spouse_income,program_type,product_name,house_ownership,down_payment,financing_tenure,interest_rate,installment_payment,credit_score
56,Married,BUMDes,7481417,6888632,TAPERA,KRR,FALSE,21500231,26,7,Angsuran Tetap (Fixed),Dipertimbangkan
45,Married,BUMN,12003392,3910436,FLPP,KRR,TRUE,14449731,7,3,Angsuran Tetap (Fixed),Dipertimbangkan
21,Married,PNS,17020701,11858270,TAPERA,KPR,TRUE,9323079,1,5,Angsuran Variabel (Variable),Layak
37,Married,TNI,8902781,15989956,TAPERA,KPR,FALSE,26291876,18,6,Angsuran Tetap (Fixed),Dipertimbangkan
32,Widowed/Divorced,ASN,1383719,,FLPP,KRR,FALSE,9776267,24,4,Angsuran Variabel (Variable),Dipertimbangkan
16,Widowed/Divorced,PNS,4966967,,TAPERA,KRR,FALSE,16616064,20,3,Angsuran Variabel (Variable),Dipertimbangkan
38,Married,ASN,17861788,11434688,TAPERA,KPP,FALSE,24162301,8,5,Angsuran Tetap (Fixed),Dipertimbangkan
36,Married,POLRI,8410470,8352735,TAPERA,KRR,FALSE,5481824,31,3,Angsuran Variabel (Variable),Dipertimbangkan
42,Married,Swasta,13536769,14953463,FLPP,KPR,FALSE,24553222,31,9,Angsuran Variabel (Variable),Dipertimbangkan
64,Widowed/Divorced,Swasta,8328677,,FLPP,KPP,FALSE,26563766,16,10,Angsuran Variabel (Variable),Dipertimbangkan
68,Widowed/Divorced,PNS,3747111,,FLPP,KPR,FALSE,18633077,29,9,Angsuran Tetap (Fixed),Dipertimbangkan
58,Married,BUMN,13139485,3620692,TAPERA,KPP,TRUE,19930361,8,1,Angsuran Variabel (Variable),Dipertimbangkan
66,Single,BUMN,19376059,,TAPERA,KRR,TRUE,17961331,13,10,Angsuran Variabel (Variable),Layak
47,Married,pekerjaan lain,6028211,6520950,FLPP,KPR,TRUE,12009800,34,8,Angsuran Variabel (Variable),Dipertimbangkan
20,Widowed/Divorced,TNI,7892130,,FLPP,KPR,TRUE,25055775,32,2,Angsuran Variabel (Variable),Layak
70,Single,BUMDes,18125355,,FLPP,KRR,TRUE,15947918,4,8,Angsuran Variabel (Variable),Dipertimbangkan
21,Single,ASN,18221739,,TAPERA,KPR,TRUE,14939335,30,10,Angsuran Variabel (Variable),Layak
16,Single,BUMDes,19750122,,TAPERA,KRR,TRUE,16514841,20,1,Angsuran Tetap (Fixed),Dipertimbangkan
38,Widowed/Divorced,BUMD,9538167,,TAPERA,KPP,FALSE,28395624,1,4,Angsuran Variabel (Variable),Dipertimbangkan
50,Single,BUMDes,3450464,,TAPERA,KPP,FALSE,2519673,28,6,Angsuran Tetap (Fixed),Dipertimbangkan
57,Married,TNI,3139427,19158433,FLPP,KPP,TRUE,3021843,5,8,Angsuran Tetap (Fixed),Dipertimbangkan
15,Married,PNS,10633165,14719297,TAPERA,KPR,FALSE,7039171,9,7,Angsuran Tetap (Fixed),Dipertimbangkan
36,Widowed/Divorced,BUMN,13833886,,FLPP,KPP,FALSE,16050408,25,7,Angsuran Variabel (Variable),Dipertimbangkan
18,Widowed/Divorced,POLRI,19095914,,TAPERA,KPR,FALSE,5462397,23,2,Angsuran Tetap (Fixed),Dipertimbangkan
24,Widowed/Divorced,BUMDes,19027403,,FLPP,KPR,FALSE,14188859,34,3,Angsuran Tetap (Fixed),Dipertimbangkan
59,Widowed/Divorced,BUMD,8472243,,FLPP,KRR,FALSE,29011965,1,1,Angsuran Tetap (Fixed),Dipertimbangkan
32,Single,PNS,16535832,,TAPERA,KRR,TRUE,23598905,35,7,Angsuran Variabel (Variable),Layak
47,Married,BUMD,13726406,8706247,TAPERA,KRR,TRUE,9305125,30,6,Angsuran Tetap (Fixed),Dipertimbangkan
22,Widowed/Divorced,BUMN,10249270,,FLPP,KPR,TRUE,7324354,8,1,Angsuran Variabel (Variable),Dipertimbangkan
64,Single,Swasta,15067380,,FLPP,KPR,FALSE,21633398,2,4,Angsuran Variabel (Variable),Dipertimbangkan
26,Widowed/Divorced,POLRI,3257908,,FLPP,KPR,TRUE,4385531,3,8,Angsuran Variabel (Variable),Dipertimbangkan
51,Widowed/Divorced,pekerjaan lain,2633306,,FLPP,KPP,TRUE,9211915,3,7,Angsuran Variabel (Variable),Dipertimbangkan
41,Single,BUMN,8863121,,FLPP,KPP,FALSE,19111333,14,1,Angsuran Variabel (Variable),Dipertimbangkan
21,Single,POLRI,17907938,,TAPERA,KPR,FALSE,10706070,15,10,Angsuran Variabel (Variable),Layak
33,Single,ASN,11759735,,FLPP,KRR,FALSE,8949180,20,3,Angsuran Variabel (Variable),Dipertimbangkan
55,Married,BUMN,18490283,8416963,TAPERA,KPR,TRUE,14876777,20,5,Angsuran Variabel (Variable),Layak
16,Single,Swasta,19680360,,FLPP,KPR,FALSE,20853054,12,7,Angsuran Tetap (Fixed),Dipertimbangkan
48,Single,Swasta,17630274,,FLPP,KPR,TRUE,2573169,23,7,Angsuran Tetap (Fixed),Dipertimbangkan
63,Widowed/Divorced,ASN,18598060,,FLPP,KPP,TRUE,11694953,27,7,Angsuran Tetap (Fixed),Dipertimbangkan
22,Single,BUMN,11062588,,TAPERA,KPP,FALSE,13631907,12,9,Angsuran Tetap (Fixed),Dipertimbangkan
43,Married,TNI,9085550,8561308,TAPERA,KPR,TRUE,11091039,10,8,Angsuran Tetap (Fixed),Dipertimbangkan
16,Widowed/Divorced,TNI,19870541,,TAPERA,KPP,TRUE,14847158,27,9,Angsuran Variabel (Variable),Layak
46,Widowed/Divorced,BUMDes,5499406,,TAPERA,KRR,FALSE,14033180,16,5,Angsuran Tetap (Fixed),Dipertimbangkan
26,Married,BUMN,12081787,3653163,TAPERA,KRR,FALSE,16092341,24,2,Angsuran Tetap (Fixed),Dipertimbangkan
47,Widowed/Divorced,PNS,7391502,,TAPERA,KPR,FALSE,2729282,18,7,Angsuran Tetap (Fixed),Dipertimbangkan
56,Widowed/Divorced,pekerjaan lain,2326995,,FLPP,KPR,FALSE,3442236,13,10,Angsuran Variabel (Variable),Tidak Layak
59,Single,pekerjaan mandiri,19751910,,FLPP,KPP,TRUE,8281866,31,4,Angsuran Tetap (Fixed),Dipertimbangkan
68,Widowed/Divorced,BUMDes,12172428,,TAPERA,KPR,FALSE,11173301,1,4,Angsuran Variabel (Variable),Dipertimbangkan
25,Single,PNS,4936478,,FLPP,KPR,TRUE,26061108,31,4,Angsuran Variabel (Variable),Dipertimbangkan
57,Single,Swasta,7862322,,FLPP,KPR,TRUE,14308763,16,9,Angsuran Tetap (Fixed),Dipertimbangkan
33,Widowed/Divorced,ASN,10497890,,FLPP,KPR,FALSE,13772888,30,9,Angsuran Tetap (Fixed),Dipertimbangkan
54,Single,pekerjaan lain,13054750,,TAPERA,KPP,TRUE,11348934,17,6,Angsuran Variabel (Variable),Dipertimbangkan
45,Widowed/Divorced,BUMD,17685857,,TAPERA,KPP,FALSE,16636501,7,8,Angsuran Tetap (Fixed),Dipertimbangkan
61,Married,BUMDes,11745245,7815827,FLPP,KPR,FALSE,13438793,21,7,Angsuran Tetap (Fixed),Dipertimbangkan
15,Widowed/Divorced,BUMN,19875197,,FLPP,KRR,TRUE,29993876,15,3,Angsuran Variabel (Variable),Dipertimbangkan
14,Single,PNS,9750127,,FLPP,KPR,FALSE,19566055,27,5,Angsuran Tetap (Fixed),Dipertimbangkan
22,Married,POLRI,7583103,12068442,FLPP,KRR,FALSE,8718144,25,10,Angsuran Tetap (Fixed),Dipertimbangkan
66,Widowed/Divorced,BUMN,9245331,,TAPERA,KPP,FALSE,17753777,22,5,Angsuran Tetap (Fixed),Dipertimbangkan
61,Widowed/Divorced,POLRI,17395403,,TAPERA,KPR,FALSE,25278575,32,8,Angsuran Variabel (Variable),Layak
23,Married,PNS,12817071,6679614,TAPERA,KRR,TRUE,5696228,35,8,Angsuran Variabel (Variable),Layak
24,Single,ASN,19191094,,FLPP,KRR,FALSE,22535551,4,9,Angsuran Tetap (Fixed),Dipertimbangkan
15,Married,BUMDes,3494114,2627872,FLPP,KPR,FALSE,26646955,1,7,Angsuran Tetap (Fixed),Dipertimbangkan
21,Married,pekerjaan lain,8765616,3280625,FLPP,KPP,FALSE,24728673,10,1,Angsuran Variabel (Variable),Dipertimbangkan
26,Widowed/Divorced,Swasta,17969580,,TAPERA,KPP,FALSE,16301145,24,1,Angsuran Variabel (Variable),Dipertimbangkan
52,Married,ASN,17213640,17369676,TAPERA,KPR,FALSE,1527870,1,9,Angsuran Variabel (Variable),Dipertimbangkan
48,Widowed/Divorced,BUMDes,14802230,,TAPERA,KPP,TRUE,1397652,2,9,Angsuran Variabel (Variable),Dipertimbangkan
59,Widowed/Divorced,pekerjaan lain,10218769,,TAPERA,KPR,FALSE,18976387,19,1,Angsuran Variabel (Variable),Dipertimbangkan
45,Married,POLRI,15447639,7015197,TAPERA,KPP,FALSE,4590875,7,9,Angsuran Tetap (Fixed),Dipertimbangkan
22,Married,PNS,9085572,7440171,FLPP,KRR,FALSE,21796394,34,5,Angsuran Variabel (Variable),Layak
65,Single,Swasta,12893069,,FLPP,KPP,FALSE,9969929,26,2,Angsuran Tetap (Fixed),Tidak Layak
36,Married,TNI,14624019,16401408,FLPP,KRR,TRUE,19958327,16,4,Angsuran Tetap (Fixed),Dipertimbangkan
32,Married,BUMN,3705054,2063155,TAPERA,KRR,FALSE,4137356,26,7,Angsuran Tetap (Fixed),Dipertimbangkan
37,Widowed/Divorced,BUMN,19545582,,FLPP,KPR,FALSE,16972080,4,1,Angsuran Variabel (Variable),Dipertimbangkan
57,Married,pekerjaan mandiri,6750678,3774485,TAPERA,KPP,TRUE,17772464,28,6,Angsuran Tetap (Fixed),Dipertimbangkan
49,Widowed/Divorced,TNI,4199812,,TAPERA,KRR,TRUE,18722081,3,4,Angsuran Tetap (Fixed),Dipertimbangkan
26,Widowed/Divorced,pekerjaan mandiri,16955142,,TAPERA,KPR,TRUE,10096440,3,2,Angsuran Tetap (Fixed),Dipertimbangkan
56,Single,BUMDes,10407757,,TAPERA,KPP,TRUE,19221086,3,3,Angsuran Variabel (Variable),Dipertimbangkan
67,Widowed/Divorced,ASN,11552355,,FLPP,KPP,TRUE,1525398,14,10,Angsuran Tetap (Fixed),Dipertimbangkan
22,Single,Swasta,14364596,,TAPERA,KPP,TRUE,3581593,20,3,Angsuran Variabel (Variable),Dipertimbangkan
49,Married,BUMN,9068907,14057928,TAPERA,KPR,TRUE,23717523,35,6,Angsuran Variabel (Variable),Layak
37,Single,BUMN,5695962,,TAPERA,KPP,FALSE,27524714,6,9,Angsuran Tetap (Fixed),Dipertimbangkan
60,Widowed/Divorced,pekerjaan mandiri,12605119,,TAPERA,KPR,TRUE,2801753,7,7,Angsuran Tetap (Fixed),Dipertimbangkan
27,Single,BUMDes,3550749,,TAPERA,KRR,TRUE,12428396,26,6,Angsuran Tetap (Fixed),Dipertimbangkan
14,Widowed/Divorced,BUMN,10171333,,TAPERA,KRR,FALSE,27291512,29,8,Angsuran Variabel (Variable),Layak
27,Single,BUMD,12939042,,FLPP,KPR,TRUE,19556866,25,7,Angsuran Tetap (Fixed),Dipertimbangkan
24,Single,ASN,13753124,,FLPP,KPR,FALSE,3875417,19,4,Angsuran Variabel (Variable),Dipertimbangkan
58,Single,BUMDes,3466475,,FLPP,KPP,TRUE,3752738,18,3,Angsuran Variabel (Variable),Dipertimbangkan
37,Single,BUMN,6176673,,TAPERA,KPR,TRUE,25818713,25,6,Angsuran Variabel (Variable),Layak
36,Married,Swasta,4575255,4070916,TAPERA,KPR,FALSE,1174322,20,8,Angsuran Variabel (Variable),Dipertimbangkan
36,Widowed/Divorced,ASN,10051859,,TAPERA,KRR,TRUE,4430317,9,2,Angsuran Tetap (Fixed),Dipertimbangkan
24,Married,ASN,15461272,16060694,TAPERA,KPR,TRUE,19689316,33,7,Angsuran Variabel (Variable),Layak
19,Widowed/Divorced,BUMN,1881203,,TAPERA,KRR,FALSE,4007109,23,9,Angsuran Tetap (Fixed),Dipertimbangkan
18,Married,Swasta,11886075,13926439,FLPP,KPP,FALSE,1414082,19,7,Angsuran Tetap (Fixed),Dipertimbangkan
37,Single,PNS,3842044,,FLPP,KRR,FALSE,25321723,16,10,Angsuran Variabel (Variable),Dipertimbangkan
46,Married,pekerjaan lain,6690258,13775246,TAPERA,KPP,FALSE,6687534,9,5,Angsuran Variabel (Variable),Dipertimbangkan
32,Single,POLRI,10006237,,TAPERA,KRR,FALSE,17546493,10,2,Angsuran Variabel (Variable),Dipertimbangkan
23,Widowed/Divorced,pekerjaan mandiri,15585315,,TAPERA,KPP,TRUE,10259743,27,5,Angsuran Variabel (Variable),Dipertimbangkan
43,Married,BUMD,3581052,13117341,FLPP,KPP,TRUE,9445641,16,8,Angsuran Variabel (Variable),Dipertimbangkan
51,Widowed/Divorced,PNS,7561509,,TAPERA,KPR,FALSE,16363287,7,3,Angsuran Variabel (Variable),Dipertimbangkan
32,Single,BUMDes,1227075,,TAPERA,KPP,FALSE,14277219,22,10,Angsuran Variabel (Variable),Dipertimbangkan
37,Widowed/Divorced,BUMD,12057585,,FLPP,KRR,TRUE,15771430,22,7,Angsuran Variabel (Variable),Dipertimbangkan
65,Married,pekerjaan lain,5567579,11080935,FLPP,KPP,FALSE,11759737,13,8,Angsuran Tetap (Fixed),Dipertimbangkan
33,Widowed/Divorced,PNS,6960517,,FLPP,KPP,TRUE,14362702,21,5,Angsuran Variabel (Variable),Dipertimbangkan
60,Married,ASN,17475471,9134409,FLPP,KPP,TRUE,11934927,25,5,Angsuran Variabel (Variable),Layak
65,Widowed/Divorced,TNI,14184715,,FLPP,KRR,FALSE,13247889,8,10,Angsuran Variabel (Variable),Dipertimbangkan
25,Married,BUMDes,19308274,7037355,TAPERA,KPR,FALSE,23874480,2,8,Angsuran Variabel (Variable),Layak
58,Single,Swasta,8034632,,FLPP,KPR,FALSE,15712106,19,2,Angsuran Tetap (Fixed),Dipertimbangkan
65,Married,TNI,14728513,17753835,TAPERA,KRR,FALSE,5670076,20,4,Angsuran Variabel (Variable),Dipertimbangkan
29,Married,pekerjaan lain,6172188,15197818,FLPP,KRR,FALSE,27477022,25,2,Angsuran Variabel (Variable),Dipertimbangkan
41,Married,TNI,17080448,14448787,FLPP,KRR,FALSE,18930394,33,7,Angsuran Tetap (Fixed),Dipertimbangkan
47,Single,pekerjaan mandiri,2233634,,FLPP,KPP,TRUE,27532191,24,9,Angsuran Variabel (Variable),Dipertimbangkan
51,Married,ASN,3851520,4669828,FLPP,KRR,TRUE,26801816,16,6,Angsuran Variabel (Variable),Dipertimbangkan
23,Married,ASN,2486350,19898536,FLPP,KRR,FALSE,22643655,26,6,Angsuran Tetap (Fixed),Dipertimbangkan
63,Widowed/Divorced,ASN,15443691,,FLPP,KPR,FALSE,4554909,1,2,Angsuran Variabel (Variable),Dipertimbangkan
29,Married,ASN,8449120,18135451,FLPP,KPR,TRUE,26060229,34,9,Angsuran Variabel (Variable),Layak
50,Married,pekerjaan mandiri,8416594,15957846,FLPP,KPP,TRUE,13553369,26,8,Angsuran Tetap (Fixed),Dipertimbangkan
62,Married,POLRI,17792845,6058160,TAPERA,KPR,FALSE,12575184,2,8,Angsuran Tetap (Fixed),Dipertimbangkan
19,Single,Swasta,10913060,,TAPERA,KRR,TRUE,14957819,6,2,Angsuran Tetap (Fixed),Dipertimbangkan
66,Widowed/Divorced,BUMN,5753830,,TAPERA,KPP,TRUE,12687970,20,6,Angsuran Variabel (Variable),Dipertimbangkan
42,Married,BUMD,7941315,18485712,FLPP,KRR,FALSE,17204307,23,8,Angsuran Variabel (Variable),Dipertimbangkan
19,Single,BUMD,15702409,,TAPERA,KPP,TRUE,25226096,29,6,Angsuran Variabel (Variable),Layak
17,Married,BUMDes,11075190,2499314,TAPERA,KRR,TRUE,28185328,8,1,Angsuran Variabel (Variable),Layak
67,Widowed/Divorced,TNI,12511785,,TAPERA,KPP,FALSE,22742262,7,3,Angsuran Variabel (Variable),Dipertimbangkan
60,Widowed/Divorced,BUMD,9184360,,TAPERA,KRR,TRUE,18313882,12,9,Angsuran Tetap (Fixed),Dipertimbangkan
23,Married,PNS,12106169,19785413,FLPP,KPP,FALSE,15306582,30,4,Angsuran Tetap (Fixed),Dipertimbangkan
64,Widowed/Divorced,pekerjaan mandiri,14591136,,TAPERA,KRR,TRUE,22131249,12,3,Angsuran Variabel (Variable),Dipertimbangkan
53,Single,pekerjaan lain,15500026,,TAPERA,KPR,FALSE,14273542,2,10,Angsuran Variabel (Variable),Dipertimbangkan
69,Widowed/Divorced,pekerjaan mandiri,7621109,,FLPP,KRR,TRUE,16085234,28,7,Angsuran Variabel (Variable),Dipertimbangkan
13,Widowed/Divorced,BUMDes,8207361,,FLPP,KRR,TRUE,7904981,18,2,Angsuran Tetap (Fixed),Dipertimbangkan
49,Widowed/Divorced,PNS,4414232,,TAPERA,KPP,TRUE,27826847,35,3,Angsuran Tetap (Fixed),Dipertimbangkan
36,Married,BUMD,11938238,7612715,FLPP,KRR,FALSE,16352844,8,5,Angsuran Variabel (Variable),Dipertimbangkan
55,Single,POLRI,17424356,,TAPERA,KPP,FALSE,18707177,21,10,Angsuran Variabel (Variable),Layak
37,Single,BUMDes,14171591,,TAPERA,KPR,TRUE,20696609,8,6,Angsuran Tetap (Fixed),Layak
35,Married,Swasta,16363251,6789062,TAPERA,KPP,TRUE,28304524,20,10,Angsuran Tetap (Fixed),Dipertimbangkan
50,Widowed/Divorced,BUMD,3843804,,TAPERA,KRR,TRUE,23552272,9,6,Angsuran Tetap (Fixed),Dipertimbangkan
20,Widowed/Divorced,ASN,9005172,,TAPERA,KPP,FALSE,11246852,8,3,Angsuran Variabel (Variable),Dipertimbangkan
36,Single,TNI,5743205,,TAPERA,KRR,FALSE,18140438,25,7,Angsuran Tetap (Fixed),Dipertimbangkan
51,Married,BUMD,5626058,13875169,TAPERA,KPP,FALSE,15194826,12,8,Angsuran Variabel (Variable),Dipertimbangkan
53,Single,pekerjaan mandiri,19031456,,TAPERA,KPR,FALSE,24267747,12,9,Angsuran Variabel (Variable),Dipertimbangkan
23,Single,pekerjaan lain,17429660,,TAPERA,KPP,TRUE,10691686,9,3,Angsuran Variabel (Variable),Dipertimbangkan
33,Single,Swasta,16133081,,FLPP,KRR,TRUE,21783950,4,6,Angsuran Tetap (Fixed),Dipertimbangkan
13,Single,pekerjaan mandiri,17260777,,FLPP,KPR,TRUE,5581344,13,7,Angsuran Variabel (Variable),Dipertimbangkan
48,Married,pekerjaan mandiri,17959685,17608432,FLPP,KRR,FALSE,14728270,32,7,Angsuran Variabel (Variable),Dipertimbangkan
58,Widowed/Divorced,BUMD,15893193,,FLPP,KPP,FALSE,17398034,11,2,Angsuran Variabel (Variable),Dipertimbangkan
49,Married,pekerjaan lain,2035513,8399742,TAPERA,KPR,TRUE,10800911,3,5,Angsuran Variabel (Variable),Dipertimbangkan
27,Widowed/Divorced,PNS,19039151,,TAPERA,KPP,TRUE,10686168,11,8,Angsuran Tetap (Fixed),Dipertimbangkan
49,Widowed/Divorced,pekerjaan lain,17619957,,FLPP,KPR,FALSE,19445749,33,2,Angsuran Variabel (Variable),Dipertimbangkan
49,Single,pekerjaan mandiri,4832139,,TAPERA,KRR,TRUE,9988860,35,6,Angsuran Tetap (Fixed),Dipertimbangkan
47,Single,BUMN,2396217,,TAPERA,KPR,TRUE,26501506,29,9,Angsuran Tetap (Fixed),Dipertimbangkan
26,Single,BUMDes,15265824,,FLPP,KRR,FALSE,4436525,16,5,Angsuran Tetap (Fixed),Dipertimbangkan
68,Widowed/Divorced,TNI,2081472,,FLPP,KPP,TRUE,16090513,17,6,Angsuran Variabel (Variable),Dipertimbangkan
68,Single,BUMN,3918665,,FLPP,KPR,FALSE,15732741,8,4,Angsuran Variabel (Variable),Dipertimbangkan
26,Married,POLRI,12765218,15366902,TAPERA,KRR,FALSE,6569418,9,4,Angsuran Variabel (Variable),Dipertimbangkan
65,Widowed/Divorced,pekerjaan mandiri,7943845,,FLPP,KPR,FALSE,28026098,4,10,Angsuran Variabel (Variable),Dipertimbangkan
35,Widowed/Divorced,Swasta,18860379,,TAPERA,KRR,FALSE,10431648,35,3,Angsuran Tetap (Fixed),Dipertimbangkan
33,Married,BUMN,10819191,10708412,FLPP,KPP,TRUE,20217817,18,9,Angsuran Tetap (Fixed),Dipertimbangkan
70,Single,ASN,4195226,,TAPERA,KPP,FALSE,5549608,27,1,Angsuran Tetap (Fixed),Dipertimbangkan
30,Widowed/Divorced,PNS,5257660,,TAPERA,KPR,TRUE,24535968,9,4,Angsuran Tetap (Fixed),Dipertimbangkan
22,Single,BUMDes,11807772,,TAPERA,KRR,FALSE,28799236,16,7,Angsuran Tetap (Fixed),Dipertimbangkan
44,Married,ASN,5770488,10016651,TAPERA,KRR,TRUE,22065902,27,7,Angsuran Variabel (Variable),Layak
41,Married,TNI,3533905,4123742,FLPP,KPR,TRUE,14517428,33,5,Angsuran Tetap (Fixed),Dipertimbangkan
57,Widowed/Divorced,ASN,13383973,,TAPERA,KPR,TRUE,16257054,32,6,Angsuran Tetap (Fixed),Layak
50,Married,BUMDes,1082982,4125315,TAPERA,KRR,TRUE,25526005,30,6,Angsuran Variabel (Variable),Dipertimbangkan
67,Single,BUMN,3125025,,TAPERA,KPP,FALSE,27698520,35,7,Angsuran Tetap (Fixed),Dipertimbangkan
26,Widowed/Divorced,BUMDes,15416430,,TAPERA,KPR,TRUE,28677294,14,8,Angsuran Variabel (Variable),Layak
30,Single,pekerjaan lain,11833556,,TAPERA,KPP,TRUE,28794599,19,6,Angsuran Variabel (Variable),Layak
48,Single,BUMD,5382015,,FLPP,KPP,TRUE,19996576,32,6,Angsuran Variabel (Variable),Dipertimbangkan
70,Married,PNS,2624345,2541588,TAPERA,KRR,FALSE,4341173,30,1,Angsuran Variabel (Variable),Dipertimbangkan
20,Married,BUMD,6301047,15807099,TAPERA,KPR,TRUE,16318206,1,7,Angsuran Tetap (Fixed),Dipertimbangkan
25,Married,PNS,5426268,11128925,TAPERA,KPR,FALSE,6334398,18,2,Angsuran Tetap (Fixed),Dipertimbangkan
54,Single,POLRI,13094204,,FLPP,KPR,TRUE,9401670,6,6,Angsuran Tetap (Fixed),Dipertimbangkan
55,Single,pekerjaan mandiri,6554100,,FLPP,KPR,FALSE,2737692,26,5,Angsuran Variabel (Variable),Dipertimbangkan
59,Widowed/Divorced,pekerjaan lain,8856563,,FLPP,KPP,TRUE,15402600,6,2,Angsuran Variabel (Variable),Dipertimbangkan
13,Single,TNI,8161226,,FLPP,KRR,FALSE,16998978,5,3,Angsuran Variabel (Variable),Dipertimbangkan
50,Widowed/Divorced,POLRI,8589705,,FLPP,KPR,FALSE,18429656,29,1,Angsuran Tetap (Fixed),Dipertimbangkan
13,Single,BUMDes,12528435,,FLPP,KPR,FALSE,28417629,8,7,Angsuran Variabel (Variable),Dipertimbangkan
57,Widowed/Divorced,Swasta,5435062,,TAPERA,KRR,TRUE,17028960,5,4,Angsuran Tetap (Fixed),Dipertimbangkan
37,Single,ASN,3997453,,TAPERA,KPR,FALSE,25520350,7,2,Angsuran Tetap (Fixed),Dipertimbangkan
33,Married,pekerjaan lain,13333323,11041342,TAPERA,KRR,FALSE,5601295,25,3,Angsuran Variabel (Variable),Dipertimbangkan
54,Widowed/Divorced,TNI,5793353,,TAPERA,KRR,TRUE,3295512,34,10,Angsuran Variabel (Variable),Dipertimbangkan
13,Widowed/Divorced,TNI,6506837,,TAPERA,KPP,FALSE,15767286,23,4,Angsuran Variabel (Variable),Dipertimbangkan
53,Single,BUMN,6079272,,FLPP,KPR,TRUE,14814691,29,4,Angsuran Variabel (Variable),Dipertimbangkan
18,Single,BUMN,4371049,,FLPP,KRR,FALSE,5698061,8,10,Angsuran Variabel (Variable),Dipertimbangkan
59,Single,POLRI,13885972,,FLPP,KPP,FALSE,12795578,28,6,Angsuran Tetap (Fixed),Dipertimbangkan
63,Single,ASN,5691922,,FLPP,KPR,FALSE,9314331,18,2,Angsuran Variabel (Variable),Dipertimbangkan
28,Single,POLRI,19568909,,TAPERA,KPR,TRUE,21166182,19,1,Angsuran Tetap (Fixed),Layak
67,Widowed/Divorced,POLRI,11121672,,FLPP,KRR,FALSE,7893614,34,10,Angsuran Variabel (Variable),Dipertimbangkan
45,Married,BUMN,7329926,14144982,TAPERA,KPP,FALSE,10916745,4,4,Angsuran Tetap (Fixed),Dipertimbangkan
44,Single,BUMN,13948171,,FLPP,KPR,TRUE,4783049,16,8,Angsuran Variabel (Variable),Dipertimbangkan
53,Single,ASN,3382767,,FLPP,KRR,FALSE,18726353,1,6,Angsuran Variabel (Variable),Dipertimbangkan
33,Widowed/Divorced,pekerjaan mandiri,5428610,,FLPP,KPR,FALSE,13980137,27,6,Angsuran Tetap (Fixed),Dipertimbangkan
47,Married,pekerjaan mandiri,6797209,16804628,FLPP,KRR,FALSE,26849228,5,1,Angsuran Tetap (Fixed),Dipertimbangkan
50,Widowed/Divorced,BUMN,3266017,,TAPERA,KPP,TRUE,1462830,17,4,Angsuran Tetap (Fixed),Dipertimbangkan
15,Married,ASN,3028998,14353825,TAPERA,KPP,FALSE,17999031,19,9,Angsuran Tetap (Fixed),Dipertimbangkan
62,Married,POLRI,14939584,15212826,TAPERA,KRR,TRUE,24548857,26,2,Angsuran Tetap (Fixed),Layak
53,Married,BUMN,19004127,19040720,FLPP,KRR,FALSE,21671109,10,5,Angsuran Variabel (Variable),Dipertimbangkan
18,Widowed/Divorced,pekerjaan mandiri,11398749,,FLPP,KPP,TRUE,3651523,33,4,Angsuran Variabel (Variable),Dipertimbangkan
64,Married,POLRI,6213591,18998267,TAPERA,KPR,TRUE,11963920,26,10,Angsuran Tetap (Fixed),Dipertimbangkan
53,Single,ASN,3218454,,FLPP,KPP,TRUE,11407561,28,4,Angsuran Variabel (Variable),Dipertimbangkan
16,Widowed/Divorced,BUMDes,9203379,,TAPERA,KPR,TRUE,3892821,28,2,Angsuran Tetap (Fixed),Dipertimbangkan
42,Married,pekerjaan lain,2846454,11378052,FLPP,KPP,FALSE,23349921,12,2,Angsuran Variabel (Variable),Dipertimbangkan
13,Widowed/Divorced,pekerjaan lain,5604063,,FLPP,KPR,FALSE,24538421,1,3,Angsuran Variabel (Variable),Dipertimbangkan
44,Single,pekerjaan mandiri,12633493,,TAPERA,KPP,TRUE,18549147,34,5,Angsuran Variabel (Variable),Dipertimbangkan
23,Married,Swasta,13477867,5259084,FLPP,KPP,TRUE,26158320,18,2,Angsuran Variabel (Variable),Dipertimbangkan
62,Single,ASN,1985032,,TAPERA,KPP,TRUE,12241104,28,5,Angsuran Variabel (Variable),Dipertimbangkan
46,Married,BUMDes,3143188,9823126,TAPERA,KPR,TRUE,24901601,5,8,Angsuran Tetap (Fixed),Dipertimbangkan
42,Married,POLRI,18138995,13083752,FLPP,KPP,TRUE,2860227,32,10,Angsuran Variabel (Variable),Dipertimbangkan
23,Widowed/Divorced,BUMDes,13337554,,FLPP,KPP,TRUE,6278447,17,2,Angsuran Tetap (Fixed),Dipertimbangkan
70,Married,pekerjaan lain,4869953,8663980,TAPERA,KPP,TRUE,25856450,33,1,Angsuran Variabel (Variable),Dipertimbangkan
15,Married,PNS,1412319,9205785,TAPERA,KRR,TRUE,2542884,31,6,Angsuran Tetap (Fixed),Dipertimbangkan
37,Single,pekerjaan lain,6036005,,TAPERA,KPR,FALSE,7004932,3,9,Angsuran Variabel (Variable),Dipertimbangkan
64,Widowed/Divorced,Swasta,15071698,,TAPERA,KRR,FALSE,8533483,21,4,Angsuran Variabel (Variable),Dipertimbangkan
39,Married,BUMD,11735241,10101906,TAPERA,KRR,FALSE,28715860,5,10,Angsuran Tetap (Fixed),Dipertimbangkan
